"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 04 17:36:28 GMT 2021","Thu Mar 04 17:36:29 GMT 2021","550","","","","","","Тест_УдалитьВременныйФайл",""
