"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 04 17:28:23 GMT 2021","Thu Mar 04 17:28:24 GMT 2021","545","","","","","","Тест_УдалитьВременныйФайл",""
