"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 04 17:16:36 GMT 2021","Thu Mar 04 17:16:36 GMT 2021","499","","","","","","Тест_УдалитьВременныйФайл",""
